latitude,longitude,geohash7
36.25,-100.5,9y2w1p4
36.0,-100.5,9y2sc1d
50.0,-100.25,cbbsqy0
49.75,-100.25,cbbenb8
49.5,-100.25,cbb9wg0
49.25,-100.25,cbb8nv8
49.0,-100.25,cb8wyb0
48.75,-100.25,cb8tqf8
48.5,-100.25,cb8eyv0
48.25,-100.25,cb8dqz8
48.0,-100.25,cb89nf0
47.75,-100.25,cb2xwu8
47.5,-100.25,cb2wnz0
47.25,-100.25,cb2syc8
47.0,-100.25,cb2equ0
46.75,-100.25,cb29yy8
46.5,-100.25,cb28wc0
46.25,-100.25,cb0xng8
46.0,-100.25,cb0twy0
45.75,-100.25,cb0sqb8
45.5,-100.25,cb0dyg0
45.25,-100.25,cb09qv8
45.0,-100.25,9zbxyzb
44.75,-100.25,9zbwwf2
44.5,-100.25,9zbtnub
44.25,-100.25,9zbewz2
44.0,-100.25,9zbdqcb
43.75,-100.25,9zb8yu2
43.5,-100.25,9z8xqyb
43.25,-100.25,9z8wnc2
43.0,-100.25,9z8swgb
42.75,-100.25,9z8eny2
42.5,-100.25,9z89ybb
42.25,-100.25,9z88qg2
42.0,-100.25,9z2wyvb
41.75,-100.25,9z2twb2
41.5,-100.25,9z2snfb
41.25,-100.25,9z2dwv2
41.0,-100.25,9z29nzb
40.75,-100.25,9z0xyf2
40.5,-100.25,9z0wqub
40.25,-100.25,9z0syz2
40.0,-100.25,9z0ewcb
39.75,-100.25,9z0dnu2
39.5,-100.25,9z08wyb
39.25,-100.25,9ybxqc0
39.0,-100.25,9ybtyg8
38.75,-100.25,9ybsqy0
38.5,-100.25,9ybenb8
38.25,-100.25,9yb9wg0
38.0,-100.25,9yb8nv8
37.75,-100.25,9y8wyb0
37.5,-100.25,9y8tqf8
37.25,-100.25,9y8eyv0
37.0,-100.25,9y8dqz8
36.75,-100.25,9y89nf0
36.5,-100.25,9y2xwu8
36.25,-100.25,9y2wnz0
36.0,-100.25,9y2syc8
50.0,-100.0,cbbukqn
49.75,-100.0,cbbgh2w
49.5,-100.0,cbbcs7n
49.25,-100.0,cbbbhmw
49.0,-100.0,cb8yu2n
48.75,-100.0,cb8vk6w
48.5,-100.0,cb8gumn
48.25,-100.0,cb8fkrw
48.0,-100.0,cb8ch6n
47.75,-100.0,cb2zskw
47.5,-100.0,cb2yhrn
47.25,-100.0,cb2uu3w
47.0,-100.0,cb2gkkn
46.75,-100.0,cb2cuqw
46.5,-100.0,cb2bs3n
46.25,-100.0,cb0zh7w
46.0,-100.0,cb0vsqn
45.75,-100.0,cb0uk2w
45.5,-100.0,cb0fu7n
45.25,-100.0,cb0ckmw
45.0,-100.0,9zbzury
44.75,-100.0,9zbys6q
44.5,-100.0,9zbvhky
44.25,-100.0,9zbgsrq
44.0,-100.0,9zbfk3y
43.75,-100.0,9zbbukq
43.5,-100.0,9z8zkqy
43.25,-100.0,9z8yh3q
43.0,-100.0,9z8us7y
42.75,-100.0,9z8ghqq
42.5,-100.0,9z8cu2y
42.25,-100.0,9z8bk7q
42.0,-100.0,9z2yumy
41.75,-100.0,9z2vs2q
41.5,-100.0,9z2uh6y
41.25,-100.0,9z2fsmq
41.0,-100.0,9z2chry
40.75,-100.0,9z0zu6q
40.5,-100.0,9z0ykky
40.25,-100.0,9z0uurq
40.0,-100.0,9z0gs3y
39.75,-100.0,9z0fhkq
39.5,-100.0,9z0bsqy
39.25,-100.0,9ybzk3n
39.0,-100.0,9ybvu7w
38.75,-100.0,9ybukqn
38.5,-100.0,9ybgh2w
38.25,-100.0,9ybcs7n
38.0,-100.0,9ybbhmw
37.75,-100.0,9y8yu2n
37.5,-100.0,9y8vk6w
37.25,-100.0,9y8gumn
37.0,-100.0,9y8fkrw
36.75,-100.0,9y8ch6n
36.5,-100.0,9y2zskw
36.25,-100.0,9y2yhrn
36.0,-100.0,9y2uu3w
50.0,-99.75,cbch6nh
49.75,-99.75,cbc540s
49.5,-99.75,cbc1d5h
49.25,-99.75,cbc04js
49.0,-99.75,cb9nf0h
48.75,-99.75,cb9j64s
48.5,-99.75,cb95fjh
48.25,-99.75,cb946ps
48.0,-99.75,cb9144h
47.75,-99.75,cb3pdhs
47.5,-99.75,cb3n4ph
47.25,-99.75,cb3hf1s
47.0,-99.75,cb356hh
46.75,-99.75,cb31fns
46.5,-99.75,cb30d1h
46.25,-99.75,cb1p45s
46.0,-99.75,cb1jdnh
45.75,-99.75,cb1h60s
45.5,-99.75,cb14f5h
45.25,-99.75,cb116js
45.0,-99.75,9zcpfpu
44.75,-99.75,9zcnd4k
44.5,-99.75,9zcj4hu
44.25,-99.75,9zc5dpk
44.0,-99.75,9zc461u
43.75,-99.75,9zc0fhk
43.5,-99.75,9z9p6nu
43.25,-99.75,9z9n41k
43.0,-99.75,9z9hd5u
42.75,-99.75,9z954nk
42.5,-99.75,9z91f0u
42.25,-99.75,9z9065k
42.0,-99.75,9z3nfju
41.75,-99.75,9z3jd0k
41.5,-99.75,9z3h44u
41.25,-99.75,9z34djk
41.0,-99.75,9z314pu
40.75,-99.75,9z1pf4k
40.5,-99.75,9z1n6hu
40.25,-99.75,9z1hfpk
40.0,-99.75,9z15d1u
39.75,-99.75,9z144hk
39.5,-99.75,9z10dnu
39.25,-99.75,9ycp61h
39.0,-99.75,9ycjf5s
38.75,-99.75,9ych6nh
38.5,-99.75,9yc540s
38.25,-99.75,9yc1d5h
38.0,-99.75,9yc04js
37.75,-99.75,9y9nf0h
37.5,-99.75,9y9j64s
37.25,-99.75,9y95fjh
37.0,-99.75,9y946ps
36.75,-99.75,9y9144h
36.5,-99.75,9y3pdhs
36.25,-99.75,9y3n4ph
36.0,-99.75,9y3hf1s
50.0,-99.5,cbchry4
49.75,-99.5,cbc5pbd
49.5,-99.5,cbc1xg4
49.25,-99.5,cbc0pvd
49.0,-99.5,cb9nzb4
48.75,-99.5,cb9jrfd
48.5,-99.5,cb95zv4
48.25,-99.5,cb94rzd
48.0,-99.5,cb91pf4
47.75,-99.5,cb3pxud
47.5,-99.5,cb3npz4
47.25,-99.5,cb3hzcd
47.0,-99.5,cb35ru4
46.75,-99.5,cb31zyd
46.5,-99.5,cb30xc4
46.25,-99.5,cb1ppgd
46.0,-99.5,cb1jxy4
45.75,-99.5,cb1hrbd
45.5,-99.5,cb14zg4
45.25,-99.5,cb11rvd
45.0,-99.5,9zcpzzf
44.75,-99.5,9zcnxf6
44.5,-99.5,9zcjpuf
44.25,-99.5,9zc5xz6
44.0,-99.5,9zc4rcf
43.75,-99.5,9zc0zu6
43.5,-99.5,9z9pryf
43.25,-99.5,9z9npc6
43.0,-99.5,9z9hxgf
42.75,-99.5,9z95py6
42.5,-99.5,9z91zbf
42.25,-99.5,9z90rg6
42.0,-99.5,9z3nzvf
41.75,-99.5,9z3jxb6
41.5,-99.5,9z3hpff
41.25,-99.5,9z34xv6
41.0,-99.5,9z31pzf
40.75,-99.5,9z1pzf6
40.5,-99.5,9z1nruf
40.25,-99.5,9z1hzz6
40.0,-99.5,9z15xcf
39.75,-99.5,9z14pu6
39.5,-99.5,9z10xyf
39.25,-99.5,9ycprc4
39.0,-99.5,9ycjzgd
38.75,-99.5,9ychry4
38.5,-99.5,9yc5pbd
38.25,-99.5,9yc1xg4
38.0,-99.5,9yc0pvd
37.75,-99.5,9y9nzb4
37.5,-99.5,9y9jrfd
37.25,-99.5,9y95zv4
37.0,-99.5,9y94rzd
36.75,-99.5,9y91pf4
36.5,-99.5,9y3pxud
36.25,-99.5,9y3npz4
36.0,-99.5,9y3hzcd
50.0,-99.25,cbckmw0
49.75,-99.25,cbc7j88
49.5,-99.25,cbc3te0
49.25,-99.25,cbc2jt8
49.0,-99.25,cb9qv80
48.75,-99.25,cb9mmd8
48.5,-99.25,cb97vt0
48.25,-99.25,cb96mx8
48.0,-99.25,cb93jd0
47.75,-99.25,cb3rts8
47.5,-99.25,cb3qjx0
47.25,-99.25,cb3kv98
47.0,-99.25,cb37ms0
46.75,-99.25,cb33vw8
46.5,-99.25,cb32t90
46.25,-99.25,cb1rje8
46.0,-99.25,cb1mtw0
45.75,-99.25,cb1km88
45.5,-99.25,cb16ve0
45.25,-99.25,cb13mt8
45.0,-99.25,9zcrvxb
44.75,-99.25,9zcqtd2
44.5,-99.25,9zcmjsb
44.25,-99.25,9zc7tx2
44.0,-99.25,9zc6m9b
43.75,-99.25,9zc2vs2
43.5,-99.25,9z9rmwb
43.25,-99.25,9z9qj92
43.0,-99.25,9z9kteb
42.75,-99.25,9z97jw2
42.5,-99.25,9z93v8b
42.25,-99.25,9z92me2
42.0,-99.25,9z3qvtb
41.75,-99.25,9z3mt82
41.5,-99.25,9z3kjdb
41.25,-99.25,9z36tt2
41.0,-99.25,9z33jxb
40.75,-99.25,9z1rvd2
40.5,-99.25,9z1qmsb
40.25,-99.25,9z1kvx2
40.0,-99.25,9z17t9b
39.75,-99.25,9z16js2
39.5,-99.25,9z12twb
39.25,-99.25,9ycrm90
39.0,-99.25,9ycmve8
38.75,-99.25,9yckmw0
38.5,-99.25,9yc7j88
38.25,-99.25,9yc3te0
38.0,-99.25,9yc2jt8
37.75,-99.25,9y9qv80
37.5,-99.25,9y9mmd8
37.25,-99.25,9y97vt0
37.0,-99.25,9y96mx8
36.75,-99.25,9y93jd0
36.5,-99.25,9y3rts8
36.25,-99.25,9y3qjx0
36.0,-99.25,9y3kv98
50.0,-99.0,cbcs7nn
49.75,-99.0,cbce50w
49.5,-99.0,cbc9e5n
49.25,-99.0,cbc85jw
49.0,-99.0,cb9wg0n
48.75,-99.0,cb9t74w
48.5,-99.0,cb9egjn
48.25,-99.0,cb9d7pw
48.0,-99.0,cb9954n
47.75,-99.0,cb3xehw
47.5,-99.0,cb3w5pn
47.25,-99.0,cb3sg1w
47.0,-99.0,cb3e7hn
46.75,-99.0,cb39gnw
46.5,-99.0,cb38e1n
46.25,-99.0,cb1x55w
46.0,-99.0,cb1tenn
45.75,-99.0,cb1s70w
45.5,-99.0,cb1dg5n
45.25,-99.0,cb197jw
45.0,-99.0,9zcxgpy
44.75,-99.0,9zcwe4q
44.5,-99.0,9zct5hy
44.25,-99.0,9zceepq
44.0,-99.0,9zcd71y
43.75,-99.0,9zc8ghq
43.5,-99.0,9z9x7ny
43.25,-99.0,9z9w51q
43.0,-99.0,9z9se5y
42.75,-99.0,9z9e5nq
42.5,-99.0,9z99g0y
42.25,-99.0,9z9875q
42.0,-99.0,9z3wgjy
41.75,-99.0,9z3te0q
41.5,-99.0,9z3s54y
41.25,-99.0,9z3dejq
41.0,-99.0,9z395py
40.75,-99.0,9z1xg4q
40.5,-99.0,9z1w7hy
40.25,-99.0,9z1sgpq
40.0,-99.0,9z1ee1y
39.75,-99.0,9z1d5hq
39.5,-99.0,9z18eny
39.25,-99.0,9ycx71n
39.0,-99.0,9yctg5w
38.75,-99.0,9ycs7nn
38.5,-99.0,9yce50w
38.25,-99.0,9yc9e5n
38.0,-99.0,9yc85jw
37.75,-99.0,9y9wg0n
37.5,-99.0,9y9t74w
37.25,-99.0,9y9egjn
37.0,-99.0,9y9d7pw
36.75,-99.0,9y9954n
36.5,-99.0,9y3xehw
36.25,-99.0,9y3w5pn
36.0,-99.0,9y3sg1w
50.0,-98.75,cbcu2yh
49.75,-98.75,cbcg0bs
49.5,-98.75,cbcc8gh
49.25,-98.75,cbcb0vs
49.0,-98.75,cb9ybbh
48.75,-98.75,cb9v2fs
48.5,-98.75,cb9gbvh
48.25,-98.75,cb9f2zs
48.0,-98.75,cb9c0fh
47.75,-98.75,cb3z8us
47.5,-98.75,cb3y0zh
47.25,-98.75,cb3ubcs
47.0,-98.75,cb3g2uh
46.75,-98.75,cb3cbys
46.5,-98.75,cb3b8ch
46.25,-98.75,cb1z0gs
46.0,-98.75,cb1v8yh
45.75,-98.75,cb1u2bs
45.5,-98.75,cb1fbgh
45.25,-98.75,cb1c2vs
45.0,-98.75,9zczbzu
44.75,-98.75,9zcy8fk
44.5,-98.75,9zcv0uu
44.25,-98.75,9zcg8zk
44.0,-98.75,9zcf2cu
43.75,-98.75,9zcbbuk
43.5,-98.75,9z9z2yu
43.25,-98.75,9z9y0ck
43.0,-98.75,9z9u8gu
42.75,-98.75,9z9g0yk
42.5,-98.75,9z9cbbu
42.25,-98.75,9z9b2gk
42.0,-98.75,9z3ybvu
41.75,-98.75,9z3v8bk
41.5,-98.75,9z3u0fu
41.25,-98.75,9z3f8vk
41.0,-98.75,9z3c0zu
40.75,-98.75,9z1zbfk
40.5,-98.75,9z1y2uu
40.25,-98.75,9z1ubzk
40.0,-98.75,9z1g8cu
39.75,-98.75,9z1f0uk
39.5,-98.75,9z1b8yu
39.25,-98.75,9ycz2ch
39.0,-98.75,9ycvbgs
38.75,-98.75,9ycu2yh
38.5,-98.75,9ycg0bs
38.25,-98.75,9ycc8gh
38.0,-98.75,9ycb0vs
37.75,-98.75,9y9ybbh
37.5,-98.75,9y9v2fs
37.25,-98.75,9y9gbvh
37.0,-98.75,9y9f2zs
36.75,-98.75,9y9c0fh
36.5,-98.75,9y3z8us
36.25,-98.75,9y3y0zh
36.0,-98.75,9y3ubcs
50.0,-98.5,cbcuqw4
49.75,-98.5,cbcgn8d
49.5,-98.5,cbccwe4
49.25,-98.5,cbcbntd
49.0,-98.5,cb9yy84
48.75,-98.5,cb9vqdd
48.5,-98.5,cb9gyt4
48.25,-98.5,cb9fqxd
48.0,-98.5,cb9cnd4
47.75,-98.5,cb3zwsd
47.5,-98.5,cb3ynx4
47.25,-98.5,cb3uy9d
47.0,-98.5,cb3gqs4
46.75,-98.5,cb3cywd
46.5,-98.5,cb3bw94
46.25,-98.5,cb1zned
46.0,-98.5,cb1vww4
45.75,-98.5,cb1uq8d
45.5,-98.5,cb1fye4
45.25,-98.5,cb1cqtd
45.0,-98.5,9zczyxf
44.75,-98.5,9zcywd6
44.5,-98.5,9zcvnsf
44.25,-98.5,9zcgwx6
44.0,-98.5,9zcfq9f
43.75,-98.5,9zcbys6
43.5,-98.5,9z9zqwf
43.25,-98.5,9z9yn96
43.0,-98.5,9z9uwef
42.75,-98.5,9z9gnw6
42.5,-98.5,9z9cy8f
42.25,-98.5,9z9bqe6
42.0,-98.5,9z3yytf
41.75,-98.5,9z3vw86
41.5,-98.5,9z3undf
41.25,-98.5,9z3fwt6
41.0,-98.5,9z3cnxf
40.75,-98.5,9z1zyd6
40.5,-98.5,9z1yqsf
40.25,-98.5,9z1uyx6
40.0,-98.5,9z1gw9f
39.75,-98.5,9z1fns6
39.5,-98.5,9z1bwwf
39.25,-98.5,9yczq94
39.0,-98.5,9ycvyed
38.75,-98.5,9ycuqw4
38.5,-98.5,9ycgn8d
38.25,-98.5,9yccwe4
38.0,-98.5,9ycbntd
37.75,-98.5,9y9yy84
37.5,-98.5,9y9vqdd
37.25,-98.5,9y9gyt4
37.0,-98.5,9y9fqxd
36.75,-98.5,9y9cnd4
36.5,-98.5,9y3zwsd
36.25,-98.5,9y3ynx4
36.0,-98.5,9y3uy9d
50.0,-98.25,cbfhkq0
49.75,-98.25,cbf5h28
49.5,-98.25,cbf1s70
49.25,-98.25,cbf0hm8
49.0,-98.25,cbdnu20
48.75,-98.25,cbdjk68
48.5,-98.25,cbd5um0
48.25,-98.25,cbd4kr8
48.0,-98.25,cbd1h60
47.75,-98.25,cb6psk8
47.5,-98.25,cb6nhr0
47.25,-98.25,cb6hu38
47.0,-98.25,cb65kk0
46.75,-98.25,cb61uq8
46.5,-98.25,cb60s30
46.25,-98.25,cb4ph78
46.0,-98.25,cb4jsq0
45.75,-98.25,cb4hk28
45.5,-98.25,cb44u70
45.25,-98.25,cb41km8
45.0,-98.25,9zfpurb
44.75,-98.25,9zfns62
44.5,-98.25,9zfjhkb
44.25,-98.25,9zf5sr2
44.0,-98.25,9zf4k3b
43.75,-98.25,9zf0uk2
43.5,-98.25,9zdpkqb
43.25,-98.25,9zdnh32
43.0,-98.25,9zdhs7b
42.75,-98.25,9zd5hq2
42.5,-98.25,9zd1u2b
42.25,-98.25,9zd0k72
42.0,-98.25,9z6numb
41.75,-98.25,9z6js22
41.5,-98.25,9z6hh6b
41.25,-98.25,9z64sm2
41.0,-98.25,9z61hrb
40.75,-98.25,9z4pu62
40.5,-98.25,9z4nkkb
40.25,-98.25,9z4hur2
40.0,-98.25,9z45s3b
39.75,-98.25,9z44hk2
39.5,-98.25,9z40sqb
39.25,-98.25,9yfpk30
39.0,-98.25,9yfju78
38.75,-98.25,9yfhkq0
38.5,-98.25,9yf5h28
38.25,-98.25,9yf1s70
38.0,-98.25,9yf0hm8
37.75,-98.25,9ydnu20
37.5,-98.25,9ydjk68
37.25,-98.25,9yd5um0
37.0,-98.25,9yd4kr8
36.75,-98.25,9yd1h60
36.5,-98.25,9y6psk8
36.25,-98.25,9y6nhr0
36.0,-98.25,9y6hu38
50.0,-98.0,cbfk3yn
49.75,-98.0,cbf71bw
49.5,-98.0,cbf39gn
49.25,-98.0,cbf21vw
49.0,-98.0,cbdqcbn
48.75,-98.0,cbdm3fw
48.5,-98.0,cbd7cvn
48.25,-98.0,cbd63zw
48.0,-98.0,cbd31fn
47.75,-98.0,cb6r9uw
47.5,-98.0,cb6q1zn
47.25,-98.0,cb6kccw
47.0,-98.0,cb673un
46.75,-98.0,cb63cyw
46.5,-98.0,cb629cn
46.25,-98.0,cb4r1gw
46.0,-98.0,cb4m9yn
45.75,-98.0,cb4k3bw
45.5,-98.0,cb46cgn
45.25,-98.0,cb433vw
45.0,-98.0,9zfrczy
44.75,-98.0,9zfq9fq
44.5,-98.0,9zfm1uy
44.25,-98.0,9zf79zq
44.0,-98.0,9zf63cy
43.75,-98.0,9zf2cuq
43.5,-98.0,9zdr3yy
43.25,-98.0,9zdq1cq
43.0,-98.0,9zdk9gy
42.75,-98.0,9zd71yq
42.5,-98.0,9zd3cby
42.25,-98.0,9zd23gq
42.0,-98.0,9z6qcvy
41.75,-98.0,9z6m9bq
41.5,-98.0,9z6k1fy
41.25,-98.0,9z669vq
41.0,-98.0,9z631zy
40.75,-98.0,9z4rcfq
40.5,-98.0,9z4q3uy
40.25,-98.0,9z4kczq
40.0,-98.0,9z479cy
39.75,-98.0,9z461uq
39.5,-98.0,9z429yy
39.25,-98.0,9yfr3cn
39.0,-98.0,9yfmcgw
38.75,-98.0,9yfk3yn
38.5,-98.0,9yf71bw
38.25,-98.0,9yf39gn
38.0,-98.0,9yf21vw
37.75,-98.0,9ydqcbn
37.5,-98.0,9ydm3fw
37.25,-98.0,9yd7cvn
37.0,-98.0,9yd63zw
36.75,-98.0,9yd31fn
36.5,-98.0,9y6r9uw
36.25,-98.0,9y6q1zn
36.0,-98.0,9y6kccw
50.0,-97.75,cbfkrwh
49.75,-97.75,cbf7p8s
49.5,-97.75,cbf3xeh
49.25,-97.75,cbf2pts
49.0,-97.75,cbdqz8h
48.75,-97.75,cbdmrds
48.5,-97.75,cbd7zth
48.25,-97.75,cbd6rxs
48.0,-97.75,cbd3pdh
47.75,-97.75,cb6rxss
47.5,-97.75,cb6qpxh
47.25,-97.75,cb6kz9s
47.0,-97.75,cb67rsh
46.75,-97.75,cb63zws
46.5,-97.75,cb62x9h
46.25,-97.75,cb4rpes
46.0,-97.75,cb4mxwh
45.75,-97.75,cb4kr8s
45.5,-97.75,cb46zeh
45.25,-97.75,cb43rts
45.0,-97.75,9zfrzxu
44.75,-97.75,9zfqxdk
44.5,-97.75,9zfmpsu
44.25,-97.75,9zf7xxk
44.0,-97.75,9zf6r9u
43.75,-97.75,9zf2zsk
43.5,-97.75,9zdrrwu
43.25,-97.75,9zdqp9k
43.0,-97.75,9zdkxeu
42.75,-97.75,9zd7pwk
42.5,-97.75,9zd3z8u
42.25,-97.75,9zd2rek
42.0,-97.75,9z6qztu
41.75,-97.75,9z6mx8k
41.5,-97.75,9z6kpdu
41.25,-97.75,9z66xtk
41.0,-97.75,9z63pxu
40.75,-97.75,9z4rzdk
40.5,-97.75,9z4qrsu
40.25,-97.75,9z4kzxk
40.0,-97.75,9z47x9u
39.75,-97.75,9z46psk
39.5,-97.75,9z42xwu
39.25,-97.75,9yfrr9h
39.0,-97.75,9yfmzes
38.75,-97.75,9yfkrwh
38.5,-97.75,9yf7p8s
38.25,-97.75,9yf3xeh
38.0,-97.75,9yf2pts
37.75,-97.75,9ydqz8h
37.5,-97.75,9ydmrds
37.25,-97.75,9yd7zth
37.0,-97.75,9yd6rxs
36.75,-97.75,9yd3pdh
36.5,-97.75,9y6rxss
36.25,-97.75,9y6qpxh
36.0,-97.75,9y6kz9s
50.0,-97.5,cbfsmq4
49.75,-97.5,cbfej2d
49.5,-97.5,cbf9t74
49.25,-97.5,cbf8jmd
49.0,-97.5,cbdwv24
48.75,-97.5,cbdtm6d
48.5,-97.5,cbdevm4
48.25,-97.5,cbddmrd
48.0,-97.5,cbd9j64
47.75,-97.5,cb6xtkd
47.5,-97.5,cb6wjr4
47.25,-97.5,cb6sv3d
47.0,-97.5,cb6emk4
46.75,-97.5,cb69vqd
46.5,-97.5,cb68t34
46.25,-97.5,cb4xj7d
46.0,-97.5,cb4ttq4
45.75,-97.5,cb4sm2d
45.5,-97.5,cb4dv74
45.25,-97.5,cb49mmd
45.0,-97.5,9zfxvrf
44.75,-97.5,9zfwt66
44.5,-97.5,9zftjkf
44.25,-97.5,9zfetr6
44.0,-97.5,9zfdm3f
43.75,-97.5,9zf8vk6
43.5,-97.5,9zdxmqf
43.25,-97.5,9zdwj36
43.0,-97.5,9zdst7f
42.75,-97.5,9zdejq6
42.5,-97.5,9zd9v2f
42.25,-97.5,9zd8m76
42.0,-97.5,9z6wvmf
41.75,-97.5,9z6tt26
41.5,-97.5,9z6sj6f
41.25,-97.5,9z6dtm6
41.0,-97.5,9z69jrf
40.75,-97.5,9z4xv66
40.5,-97.5,9z4wmkf
40.25,-97.5,9z4svr6
40.0,-97.5,9z4et3f
39.75,-97.5,9z4djk6
39.5,-97.5,9z48tqf
39.25,-97.5,9yfxm34
39.0,-97.5,9yftv7d
38.75,-97.5,9yfsmq4
38.5,-97.5,9yfej2d
38.25,-97.5,9yf9t74
38.0,-97.5,9yf8jmd
37.75,-97.5,9ydwv24
37.5,-97.5,9ydtm6d
37.25,-97.5,9ydevm4
37.0,-97.5,9yddmrd
36.75,-97.5,9yd9j64
36.5,-97.5,9y6xtkd
36.25,-97.5,9y6wjr4
36.0,-97.5,9y6sv3d
50.0,-97.25,cbfu7n0
49.75,-97.25,cbfg508
49.5,-97.25,cbfce50
49.25,-97.25,cbfb5j8
49.0,-97.25,cbdyg00
48.75,-97.25,cbdv748
48.5,-97.25,cbdggj0
48.25,-97.25,cbdf7p8
48.0,-97.25,cbdc540
47.75,-97.25,cb6zeh8
47.5,-97.25,cb6y5p0
47.25,-97.25,cb6ug18
47.0,-97.25,cb6g7h0
46.75,-97.25,cb6cgn8
46.5,-97.25,cb6be10
46.25,-97.25,cb4z558
46.0,-97.25,cb4ven0
45.75,-97.25,cb4u708
45.5,-97.25,cb4fg50
45.25,-97.25,cb4c7j8
45.0,-97.25,9zfzgpb
44.75,-97.25,9zfye42
44.5,-97.25,9zfv5hb
44.25,-97.25,9zfgep2
44.0,-97.25,9zff71b
43.75,-97.25,9zfbgh2
43.5,-97.25,9zdz7nb
43.25,-97.25,9zdy512
43.0,-97.25,9zdue5b
42.75,-97.25,9zdg5n2
42.5,-97.25,9zdcg0b
42.25,-97.25,9zdb752
42.0,-97.25,9z6ygjb
41.75,-97.25,9z6ve02
41.5,-97.25,9z6u54b
41.25,-97.25,9z6fej2
41.0,-97.25,9z6c5pb
40.75,-97.25,9z4zg42
40.5,-97.25,9z4y7hb
40.25,-97.25,9z4ugp2
40.0,-97.25,9z4ge1b
39.75,-97.25,9z4f5h2
39.5,-97.25,9z4benb
39.25,-97.25,9yfz710
39.0,-97.25,9yfvg58
38.75,-97.25,9yfu7n0
38.5,-97.25,9yfg508
38.25,-97.25,9yfce50
38.0,-97.25,9yfb5j8
37.75,-97.25,9ydyg00
37.5,-97.25,9ydv748
37.25,-97.25,9ydggj0
37.0,-97.25,9ydf7p8
36.75,-97.25,9ydc540
36.5,-97.25,9y6zeh8
36.25,-97.25,9y6y5p0
36.0,-97.25,9y6ug18
50.0,-97.0,cbgh2wn
49.75,-97.0,cbg508w
49.5,-97.0,cbg18en
49.25,-97.0,cbg00tw
49.0,-97.0,cbenb8n
48.75,-97.0,cbej2dw
48.5,-97.0,cbe5btn
48.25,-97.0,cbe42xw
48.0,-97.0,cbe10dn
47.75,-97.0,cb7p8sw
47.5,-97.0,cb7n0xn
47.25,-97.0,cb7hb9w
47.0,-97.0,cb752sn
46.75,-97.0,cb71bww
46.5,-97.0,cb7089n
46.25,-97.0,cb5p0ew
46.0,-97.0,cb5j8wn
45.75,-97.0,cb5h28w
45.5,-97.0,cb54ben
45.25,-97.0,cb512tw
45.0,-97.0,9zgpbxy
44.75,-97.0,9zgn8dq
44.5,-97.0,9zgj0sy
44.25,-97.0,9zg58xq
44.0,-97.0,9zg429y
43.75,-97.0,9zg0bsq
43.5,-97.0,9zep2wy
43.25,-97.0,9zen09q
43.0,-97.0,9zeh8ey
42.75,-97.0,9ze50wq
42.5,-97.0,9ze1b8y
42.25,-97.0,9ze02eq
42.0,-97.0,9z7nbty
41.75,-97.0,9z7j88q
41.5,-97.0,9z7h0dy
41.25,-97.0,9z748tq
41.0,-97.0,9z710xy
40.75,-97.0,9z5pbdq
40.5,-97.0,9z5n2sy
40.25,-97.0,9z5hbxq
40.0,-97.0,9z5589y
39.75,-97.0,9z540sq
39.5,-97.0,9z508wy
39.25,-97.0,9ygp29n
39.0,-97.0,9ygjbew
38.75,-97.0,9ygh2wn
38.5,-97.0,9yg508w
38.25,-97.0,9yg18en
38.0,-97.0,9yg00tw
37.75,-97.0,9yenb8n
37.5,-97.0,9yej2dw
37.25,-97.0,9ye5btn
37.0,-97.0,9ye42xw
36.75,-97.0,9ye10dn
36.5,-97.0,9y7p8sw
36.25,-97.0,9y7n0xn
36.0,-97.0,9y7hb9w
50.0,-96.75,cbghqqh
49.75,-96.75,cbg5n2s
49.5,-96.75,cbg1w7h
49.25,-96.75,cbg0nms
49.0,-96.75,cbeny2h
48.75,-96.75,cbejq6s
48.5,-96.75,cbe5ymh
48.25,-96.75,cbe4qrs
48.0,-96.75,cbe1n6h
47.75,-96.75,cb7pwks
47.5,-96.75,cb7nnrh
47.25,-96.75,cb7hy3s
47.0,-96.75,cb75qkh
46.75,-96.75,cb71yqs
46.5,-96.75,cb70w3h
46.25,-96.75,cb5pn7s
46.0,-96.75,cb5jwqh
45.75,-96.75,cb5hq2s
45.5,-96.75,cb54y7h
45.25,-96.75,cb51qms
45.0,-96.75,9zgpyru
44.75,-96.75,9zgnw6k
44.5,-96.75,9zgjnku
44.25,-96.75,9zg5wrk
44.0,-96.75,9zg4q3u
43.75,-96.75,9zg0ykk
43.5,-96.75,9zepqqu
43.25,-96.75,9zenn3k
43.0,-96.75,9zehw7u
42.75,-96.75,9ze5nqk
42.5,-96.75,9ze1y2u
42.25,-96.75,9ze0q7k
42.0,-96.75,9z7nymu
41.75,-96.75,9z7jw2k
41.5,-96.75,9z7hn6u
41.25,-96.75,9z74wmk
41.0,-96.75,9z71nru
40.75,-96.75,9z5py6k
40.5,-96.75,9z5nqku
40.25,-96.75,9z5hyrk
40.0,-96.75,9z55w3u
39.75,-96.75,9z54nkk
39.5,-96.75,9z50wqu
39.25,-96.75,9ygpq3h
39.0,-96.75,9ygjy7s
38.75,-96.75,9yghqqh
38.5,-96.75,9yg5n2s
38.25,-96.75,9yg1w7h
38.0,-96.75,9yg0nms
37.75,-96.75,9yeny2h
37.5,-96.75,9yejq6s
37.25,-96.75,9ye5ymh
